_id,date,cmname,unit,category,price,currency,country,admname,adm1id,mktname,mktid,cmid,ptid,umid,catid,sn,default
1,#date,#item+name,#item+unit,#item+type,#value,#currency,#country+name,#adm1+name,#adm1+code,#name+market,,#item+code,,,#item+type+code,#meta+id,""
894,2009-03-15,"Rice (basmati, broken) - Retail",KG,cereals and tubers,43.44,PKR,Pakistan,Balochistan,2272,Quetta,295,122,15,5,1,295_122_15_5,""
895,2009-04-15,"Rice (basmati, broken) - Retail",KG,cereals and tubers,41.75,PKR,Pakistan,Balochistan,2272,Quetta,295,122,15,5,1,295_122_15_5,""
896,2009-05-15,"Rice (basmati, broken) - Retail",KG,cereals and tubers,42.56,PKR,Pakistan,Balochistan,2272,Quetta,295,122,15,5,1,295_122_15_5,""
897,2009-06-15,"Rice (basmati, broken) - Retail",KG,cereals and tubers,46.75,PKR,Pakistan,Balochistan,2272,Quetta,295,122,15,5,1,295_122_15_5,""
898,2009-07-15,"Rice (basmati, broken) - Retail",KG,cereals and tubers,47.5,PKR,Pakistan,Balochistan,2272,Quetta,295,122,15,5,1,295_122_15_5,""
899,2009-08-15,"Rice (basmati, broken) - Retail",KG,cereals and tubers,49.5,PKR,Pakistan,Balochistan,2272,Quetta,295,122,15,5,1,295_122_15_5,""
900,2009-09-15,"Rice (basmati, broken) - Retail",KG,cereals and tubers,50.0,PKR,Pakistan,Balochistan,2272,Quetta,295,122,15,5,1,295_122_15_5,""
901,2009-10-15,"Rice (basmati, broken) - Retail",KG,cereals and tubers,53.125,PKR,Pakistan,Balochistan,2272,Quetta,295,122,15,5,1,295_122_15_5,""
902,2009-11-15,"Rice (basmati, broken) - Retail",KG,cereals and tubers,53.5,PKR,Pakistan,Balochistan,2272,Quetta,295,122,15,5,1,295_122_15_5,""
903,2009-12-15,"Rice (basmati, broken) - Retail",KG,cereals and tubers,51.1667,PKR,Pakistan,Balochistan,2272,Quetta,295,122,15,5,1,295_122_15_5,""
904,2010-01-15,"Rice (basmati, broken) - Retail",KG,cereals and tubers,50.0,PKR,Pakistan,Balochistan,2272,Quetta,295,122,15,5,1,295_122_15_5,""
905,2010-02-15,"Rice (basmati, broken) - Retail",KG,cereals and tubers,50.0,PKR,Pakistan,Balochistan,2272,Quetta,295,122,15,5,1,295_122_15_5,""
906,2010-03-15,"Rice (basmati, broken) - Retail",KG,cereals and tubers,50.0,PKR,Pakistan,Balochistan,2272,Quetta,295,122,15,5,1,295_122_15_5,""
907,2010-04-15,"Rice (basmati, broken) - Retail",KG,cereals and tubers,50.0,PKR,Pakistan,Balochistan,2272,Quetta,295,122,15,5,1,295_122_15_5,""
908,2010-05-15,"Rice (basmati, broken) - Retail",KG,cereals and tubers,50.0,PKR,Pakistan,Balochistan,2272,Quetta,295,122,15,5,1,295_122_15_5,""
909,2010-06-15,"Rice (basmati, broken) - Retail",KG,cereals and tubers,50.0,PKR,Pakistan,Balochistan,2272,Quetta,295,122,15,5,1,295_122_15_5,""
910,2010-07-15,"Rice (basmati, broken) - Retail",KG,cereals and tubers,50.0,PKR,Pakistan,Balochistan,2272,Quetta,295,122,15,5,1,295_122_15_5,""
911,2010-08-15,"Rice (basmati, broken) - Retail",KG,cereals and tubers,52.0,PKR,Pakistan,Balochistan,2272,Quetta,295,122,15,5,1,295_122_15_5,""
912,2010-09-15,"Rice (basmati, broken) - Retail",KG,cereals and tubers,54.0,PKR,Pakistan,Balochistan,2272,Quetta,295,122,15,5,1,295_122_15_5,""
913,2010-10-15,"Rice (basmati, broken) - Retail",KG,cereals and tubers,54.0,PKR,Pakistan,Balochistan,2272,Quetta,295,122,15,5,1,295_122_15_5,""
914,2010-11-15,"Rice (basmati, broken) - Retail",KG,cereals and tubers,57.0,PKR,Pakistan,Balochistan,2272,Quetta,295,122,15,5,1,295_122_15_5,""
915,2010-12-15,"Rice (basmati, broken) - Retail",KG,cereals and tubers,60.0,PKR,Pakistan,Balochistan,2272,Quetta,295,122,15,5,1,295_122_15_5,""
916,2011-01-15,"Rice (basmati, broken) - Retail",KG,cereals and tubers,60.75,PKR,Pakistan,Balochistan,2272,Quetta,295,122,15,5,1,295_122_15_5,""
917,2011-02-15,"Rice (basmati, broken) - Retail",KG,cereals and tubers,61.5,PKR,Pakistan,Balochistan,2272,Quetta,295,122,15,5,1,295_122_15_5,""
918,2011-03-15,"Rice (basmati, broken) - Retail",KG,cereals and tubers,60.0,PKR,Pakistan,Balochistan,2272,Quetta,295,122,15,5,1,295_122_15_5,""
919,2011-04-15,"Rice (basmati, broken) - Retail",KG,cereals and tubers,60.0,PKR,Pakistan,Balochistan,2272,Quetta,295,122,15,5,1,295_122_15_5,""
920,2011-05-15,"Rice (basmati, broken) - Retail",KG,cereals and tubers,60.0,PKR,Pakistan,Balochistan,2272,Quetta,295,122,15,5,1,295_122_15_5,""
921,2011-06-15,"Rice (basmati, broken) - Retail",KG,cereals and tubers,60.0,PKR,Pakistan,Balochistan,2272,Quetta,295,122,15,5,1,295_122_15_5,""
922,2011-07-15,"Rice (basmati, broken) - Retail",KG,cereals and tubers,60.0,PKR,Pakistan,Balochistan,2272,Quetta,295,122,15,5,1,295_122_15_5,""
923,2011-08-15,"Rice (basmati, broken) - Retail",KG,cereals and tubers,60.0,PKR,Pakistan,Balochistan,2272,Quetta,295,122,15,5,1,295_122_15_5,""
924,2011-09-15,"Rice (basmati, broken) - Retail",KG,cereals and tubers,60.5,PKR,Pakistan,Balochistan,2272,Quetta,295,122,15,5,1,295_122_15_5,""
925,2011-10-15,"Rice (basmati, broken) - Retail",KG,cereals and tubers,59.5,PKR,Pakistan,Balochistan,2272,Quetta,295,122,15,5,1,295_122_15_5,""
926,2011-11-15,"Rice (basmati, broken) - Retail",KG,cereals and tubers,59.0,PKR,Pakistan,Balochistan,2272,Quetta,295,122,15,5,1,295_122_15_5,""
927,2011-12-15,"Rice (basmati, broken) - Retail",KG,cereals and tubers,59.0,PKR,Pakistan,Balochistan,2272,Quetta,295,122,15,5,1,295_122_15_5,""
928,2012-01-15,"Rice (basmati, broken) - Retail",KG,cereals and tubers,59.0,PKR,Pakistan,Balochistan,2272,Quetta,295,122,15,5,1,295_122_15_5,""
929,2012-02-15,"Rice (basmati, broken) - Retail",KG,cereals and tubers,59.0,PKR,Pakistan,Balochistan,2272,Quetta,295,122,15,5,1,295_122_15_5,""
930,2012-03-15,"Rice (basmati, broken) - Retail",KG,cereals and tubers,63.8,PKR,Pakistan,Balochistan,2272,Quetta,295,122,15,5,1,295_122_15_5,""
931,2012-04-15,"Rice (basmati, broken) - Retail",KG,cereals and tubers,67.0,PKR,Pakistan,Balochistan,2272,Quetta,295,122,15,5,1,295_122_15_5,""
932,2012-05-15,"Rice (basmati, broken) - Retail",KG,cereals and tubers,67.0,PKR,Pakistan,Balochistan,2272,Quetta,295,122,15,5,1,295_122_15_5,""
933,2012-06-15,"Rice (basmati, broken) - Retail",KG,cereals and tubers,67.0,PKR,Pakistan,Balochistan,2272,Quetta,295,122,15,5,1,295_122_15_5,""
934,2012-07-15,"Rice (basmati, broken) - Retail",KG,cereals and tubers,67.0,PKR,Pakistan,Balochistan,2272,Quetta,295,122,15,5,1,295_122_15_5,""
935,2012-08-15,"Rice (basmati, broken) - Retail",KG,cereals and tubers,67.0,PKR,Pakistan,Balochistan,2272,Quetta,295,122,15,5,1,295_122_15_5,""
936,2012-09-15,"Rice (basmati, broken) - Retail",KG,cereals and tubers,68.5,PKR,Pakistan,Balochistan,2272,Quetta,295,122,15,5,1,295_122_15_5,""
937,2012-10-15,"Rice (basmati, broken) - Retail",KG,cereals and tubers,72.5,PKR,Pakistan,Balochistan,2272,Quetta,295,122,15,5,1,295_122_15_5,""
938,2012-11-15,"Rice (basmati, broken) - Retail",KG,cereals and tubers,75.0,PKR,Pakistan,Balochistan,2272,Quetta,295,122,15,5,1,295_122_15_5,""
939,2012-12-15,"Rice (basmati, broken) - Retail",KG,cereals and tubers,75.0,PKR,Pakistan,Balochistan,2272,Quetta,295,122,15,5,1,295_122_15_5,""
940,2013-01-15,"Rice (basmati, broken) - Retail",KG,cereals and tubers,75.0,PKR,Pakistan,Balochistan,2272,Quetta,295,122,15,5,1,295_122_15_5,""
941,2013-02-15,"Rice (basmati, broken) - Retail",KG,cereals and tubers,75.0,PKR,Pakistan,Balochistan,2272,Quetta,295,122,15,5,1,295_122_15_5,""
942,2013-03-15,"Rice (basmati, broken) - Retail",KG,cereals and tubers,75.0,PKR,Pakistan,Balochistan,2272,Quetta,295,122,15,5,1,295_122_15_5,""
943,2013-04-15,"Rice (basmati, broken) - Retail",KG,cereals and tubers,75.0,PKR,Pakistan,Balochistan,2272,Quetta,295,122,15,5,1,295_122_15_5,""
944,2013-05-15,"Rice (basmati, broken) - Retail",KG,cereals and tubers,75.0,PKR,Pakistan,Balochistan,2272,Quetta,295,122,15,5,1,295_122_15_5,""
945,2013-06-15,"Rice (basmati, broken) - Retail",KG,cereals and tubers,82.5,PKR,Pakistan,Balochistan,2272,Quetta,295,122,15,5,1,295_122_15_5,""
946,2013-07-15,"Rice (basmati, broken) - Retail",KG,cereals and tubers,90.0,PKR,Pakistan,Balochistan,2272,Quetta,295,122,15,5,1,295_122_15_5,""
947,2013-08-15,"Rice (basmati, broken) - Retail",KG,cereals and tubers,90.0,PKR,Pakistan,Balochistan,2272,Quetta,295,122,15,5,1,295_122_15_5,""
948,2013-09-15,"Rice (basmati, broken) - Retail",KG,cereals and tubers,90.0,PKR,Pakistan,Balochistan,2272,Quetta,295,122,15,5,1,295_122_15_5,""
949,2013-10-15,"Rice (basmati, broken) - Retail",KG,cereals and tubers,90.0,PKR,Pakistan,Balochistan,2272,Quetta,295,122,15,5,1,295_122_15_5,""
950,2013-11-15,"Rice (basmati, broken) - Retail",KG,cereals and tubers,90.0,PKR,Pakistan,Balochistan,2272,Quetta,295,122,15,5,1,295_122_15_5,""
951,2013-12-15,"Rice (basmati, broken) - Retail",KG,cereals and tubers,90.0,PKR,Pakistan,Balochistan,2272,Quetta,295,122,15,5,1,295_122_15_5,""
952,2014-01-15,"Rice (basmati, broken) - Retail",KG,cereals and tubers,90.0,PKR,Pakistan,Balochistan,2272,Quetta,295,122,15,5,1,295_122_15_5,""
953,2014-02-15,"Rice (basmati, broken) - Retail",KG,cereals and tubers,90.0,PKR,Pakistan,Balochistan,2272,Quetta,295,122,15,5,1,295_122_15_5,""
954,2014-03-15,"Rice (basmati, broken) - Retail",KG,cereals and tubers,90.0,PKR,Pakistan,Balochistan,2272,Quetta,295,122,15,5,1,295_122_15_5,""
955,2014-04-15,"Rice (basmati, broken) - Retail",KG,cereals and tubers,90.0,PKR,Pakistan,Balochistan,2272,Quetta,295,122,15,5,1,295_122_15_5,""
956,2014-05-15,"Rice (basmati, broken) - Retail",KG,cereals and tubers,87.5,PKR,Pakistan,Balochistan,2272,Quetta,295,122,15,5,1,295_122_15_5,""
957,2014-06-15,"Rice (basmati, broken) - Retail",KG,cereals and tubers,85.0,PKR,Pakistan,Balochistan,2272,Quetta,295,122,15,5,1,295_122_15_5,""
958,2014-07-15,"Rice (basmati, broken) - Retail",KG,cereals and tubers,85.0,PKR,Pakistan,Balochistan,2272,Quetta,295,122,15,5,1,295_122_15_5,""
959,2014-08-15,"Rice (basmati, broken) - Retail",KG,cereals and tubers,85.0,PKR,Pakistan,Balochistan,2272,Quetta,295,122,15,5,1,295_122_15_5,""
960,2014-09-15,"Rice (basmati, broken) - Retail",KG,cereals and tubers,87.5,PKR,Pakistan,Balochistan,2272,Quetta,295,122,15,5,1,295_122_15_5,""
961,2014-10-15,"Rice (basmati, broken) - Retail",KG,cereals and tubers,90.0,PKR,Pakistan,Balochistan,2272,Quetta,295,122,15,5,1,295_122_15_5,""
962,2014-11-15,"Rice (basmati, broken) - Retail",KG,cereals and tubers,90.0,PKR,Pakistan,Balochistan,2272,Quetta,295,122,15,5,1,295_122_15_5,""
963,2014-12-15,"Rice (basmati, broken) - Retail",KG,cereals and tubers,90.0,PKR,Pakistan,Balochistan,2272,Quetta,295,122,15,5,1,295_122_15_5,""
964,2015-01-15,"Rice (basmati, broken) - Retail",KG,cereals and tubers,90.0,PKR,Pakistan,Balochistan,2272,Quetta,295,122,15,5,1,295_122_15_5,""
965,2015-02-15,"Rice (basmati, broken) - Retail",KG,cereals and tubers,90.0,PKR,Pakistan,Balochistan,2272,Quetta,295,122,15,5,1,295_122_15_5,""
966,2015-03-15,"Rice (basmati, broken) - Retail",KG,cereals and tubers,90.0,PKR,Pakistan,Balochistan,2272,Quetta,295,122,15,5,1,295_122_15_5,""
967,2015-04-15,"Rice (basmati, broken) - Retail",KG,cereals and tubers,83.0,PKR,Pakistan,Balochistan,2272,Quetta,295,122,15,5,1,295_122_15_5,""
968,2015-05-15,"Rice (basmati, broken) - Retail",KG,cereals and tubers,80.0,PKR,Pakistan,Balochistan,2272,Quetta,295,122,15,5,1,295_122_15_5,""
969,2015-06-15,"Rice (basmati, broken) - Retail",KG,cereals and tubers,80.0,PKR,Pakistan,Balochistan,2272,Quetta,295,122,15,5,1,295_122_15_5,""
970,2015-07-15,"Rice (basmati, broken) - Retail",KG,cereals and tubers,80.0,PKR,Pakistan,Balochistan,2272,Quetta,295,122,15,5,1,295_122_15_5,""
971,2015-08-15,"Rice (basmati, broken) - Retail",KG,cereals and tubers,80.0,PKR,Pakistan,Balochistan,2272,Quetta,295,122,15,5,1,295_122_15_5,""
972,2015-09-15,"Rice (basmati, broken) - Retail",KG,cereals and tubers,80.0,PKR,Pakistan,Balochistan,2272,Quetta,295,122,15,5,1,295_122_15_5,""
973,2015-10-15,"Rice (basmati, broken) - Retail",KG,cereals and tubers,80.0,PKR,Pakistan,Balochistan,2272,Quetta,295,122,15,5,1,295_122_15_5,""
974,2015-11-15,"Rice (basmati, broken) - Retail",KG,cereals and tubers,80.0,PKR,Pakistan,Balochistan,2272,Quetta,295,122,15,5,1,295_122_15_5,""
975,2015-12-15,"Rice (basmati, broken) - Retail",KG,cereals and tubers,80.0,PKR,Pakistan,Balochistan,2272,Quetta,295,122,15,5,1,295_122_15_5,""
976,2016-01-15,"Rice (basmati, broken) - Retail",KG,cereals and tubers,80.0,PKR,Pakistan,Balochistan,2272,Quetta,295,122,15,5,1,295_122_15_5,""
977,2016-02-15,"Rice (basmati, broken) - Retail",KG,cereals and tubers,75.0,PKR,Pakistan,Balochistan,2272,Quetta,295,122,15,5,1,295_122_15_5,""
978,2016-03-15,"Rice (basmati, broken) - Retail",KG,cereals and tubers,63.0,PKR,Pakistan,Balochistan,2272,Quetta,295,122,15,5,1,295_122_15_5,""
979,2016-04-15,"Rice (basmati, broken) - Retail",KG,cereals and tubers,65.0,PKR,Pakistan,Balochistan,2272,Quetta,295,122,15,5,1,295_122_15_5,""
980,2016-05-15,"Rice (basmati, broken) - Retail",KG,cereals and tubers,65.0,PKR,Pakistan,Balochistan,2272,Quetta,295,122,15,5,1,295_122_15_5,""
981,2016-06-15,"Rice (basmati, broken) - Retail",KG,cereals and tubers,65.0,PKR,Pakistan,Balochistan,2272,Quetta,295,122,15,5,1,295_122_15_5,""
982,2016-07-15,"Rice (basmati, broken) - Retail",KG,cereals and tubers,67.0,PKR,Pakistan,Balochistan,2272,Quetta,295,122,15,5,1,295_122_15_5,""
983,2016-08-15,"Rice (basmati, broken) - Retail",KG,cereals and tubers,70.0,PKR,Pakistan,Balochistan,2272,Quetta,295,122,15,5,1,295_122_15_5,""
984,2016-09-15,"Rice (basmati, broken) - Retail",KG,cereals and tubers,66.0,PKR,Pakistan,Balochistan,2272,Quetta,295,122,15,5,1,295_122_15_5,""
985,2016-10-15,"Rice (basmati, broken) - Retail",KG,cereals and tubers,60.0,PKR,Pakistan,Balochistan,2272,Quetta,295,122,15,5,1,295_122_15_5,""
986,2016-11-15,"Rice (basmati, broken) - Retail",KG,cereals and tubers,60.0,PKR,Pakistan,Balochistan,2272,Quetta,295,122,15,5,1,295_122_15_5,""
987,2016-12-15,"Rice (basmati, broken) - Retail",KG,cereals and tubers,60.0,PKR,Pakistan,Balochistan,2272,Quetta,295,122,15,5,1,295_122_15_5,""
988,2017-01-15,"Rice (basmati, broken) - Retail",KG,cereals and tubers,60.0,PKR,Pakistan,Balochistan,2272,Quetta,295,122,15,5,1,295_122_15_5,""
989,2017-02-15,"Rice (basmati, broken) - Retail",KG,cereals and tubers,60.0,PKR,Pakistan,Balochistan,2272,Quetta,295,122,15,5,1,295_122_15_5,""
990,2017-03-15,"Rice (basmati, broken) - Retail",KG,cereals and tubers,62.0,PKR,Pakistan,Balochistan,2272,Quetta,295,122,15,5,1,295_122_15_5,""
991,2017-04-15,"Rice (basmati, broken) - Retail",KG,cereals and tubers,67.5,PKR,Pakistan,Balochistan,2272,Quetta,295,122,15,5,1,295_122_15_5,""
992,2017-05-15,"Rice (basmati, broken) - Retail",KG,cereals and tubers,50.0,PKR,Pakistan,Balochistan,2272,Quetta,295,122,15,5,1,295_122_15_5,""
993,2017-06-15,"Rice (basmati, broken) - Retail",KG,cereals and tubers,80.0,PKR,Pakistan,Balochistan,2272,Quetta,295,122,15,5,1,295_122_15_5,""
994,2017-07-15,"Rice (basmati, broken) - Retail",KG,cereals and tubers,85.0,PKR,Pakistan,Balochistan,2272,Quetta,295,122,15,5,1,295_122_15_5,""
995,2017-08-15,"Rice (basmati, broken) - Retail",KG,cereals and tubers,90.0,PKR,Pakistan,Balochistan,2272,Quetta,295,122,15,5,1,295_122_15_5,""
996,2017-09-15,"Rice (basmati, broken) - Retail",KG,cereals and tubers,90.0,PKR,Pakistan,Balochistan,2272,Quetta,295,122,15,5,1,295_122_15_5,""
997,2017-10-15,"Rice (basmati, broken) - Retail",KG,cereals and tubers,90.0,PKR,Pakistan,Balochistan,2272,Quetta,295,122,15,5,1,295_122_15_5,""
998,2017-11-15,"Rice (basmati, broken) - Retail",KG,cereals and tubers,90.0,PKR,Pakistan,Balochistan,2272,Quetta,295,122,15,5,1,295_122_15_5,""
999,2017-12-15,"Rice (basmati, broken) - Retail",KG,cereals and tubers,90.0,PKR,Pakistan,Balochistan,2272,Quetta,295,122,15,5,1,295_122_15_5,""
1000,2018-01-15,"Rice (basmati, broken) - Retail",KG,cereals and tubers,90.0,PKR,Pakistan,Balochistan,2272,Quetta,295,122,15,5,1,295_122_15_5,""
1001,2018-02-15,"Rice (basmati, broken) - Retail",KG,cereals and tubers,90.0,PKR,Pakistan,Balochistan,2272,Quetta,295,122,15,5,1,295_122_15_5,""
1002,2018-03-15,"Rice (basmati, broken) - Retail",KG,cereals and tubers,90.0,PKR,Pakistan,Balochistan,2272,Quetta,295,122,15,5,1,295_122_15_5,""
1003,2018-04-15,"Rice (basmati, broken) - Retail",KG,cereals and tubers,90.0,PKR,Pakistan,Balochistan,2272,Quetta,295,122,15,5,1,295_122_15_5,""
1004,2018-05-15,"Rice (basmati, broken) - Retail",KG,cereals and tubers,90.0,PKR,Pakistan,Balochistan,2272,Quetta,295,122,15,5,1,295_122_15_5,""
1005,2018-06-15,"Rice (basmati, broken) - Retail",KG,cereals and tubers,87.5,PKR,Pakistan,Balochistan,2272,Quetta,295,122,15,5,1,295_122_15_5,""
1006,2018-07-15,"Rice (basmati, broken) - Retail",KG,cereals and tubers,85.0,PKR,Pakistan,Balochistan,2272,Quetta,295,122,15,5,1,295_122_15_5,""
1007,2018-08-15,"Rice (basmati, broken) - Retail",KG,cereals and tubers,85.0,PKR,Pakistan,Balochistan,2272,Quetta,295,122,15,5,1,295_122_15_5,""
1008,2018-09-15,"Rice (basmati, broken) - Retail",KG,cereals and tubers,85.0,PKR,Pakistan,Balochistan,2272,Quetta,295,122,15,5,1,295_122_15_5,""
1009,2018-10-15,"Rice (basmati, broken) - Retail",KG,cereals and tubers,87.5,PKR,Pakistan,Balochistan,2272,Quetta,295,122,15,5,1,295_122_15_5,""
1010,2018-11-15,"Rice (basmati, broken) - Retail",KG,cereals and tubers,88.0,PKR,Pakistan,Balochistan,2272,Quetta,295,122,15,5,1,295_122_15_5,""
1011,2018-12-15,"Rice (basmati, broken) - Retail",KG,cereals and tubers,85.0,PKR,Pakistan,Balochistan,2272,Quetta,295,122,15,5,1,295_122_15_5,""
1012,2019-01-15,"Rice (basmati, broken) - Retail",KG,cereals and tubers,93.0,PKR,Pakistan,Balochistan,2272,Quetta,295,122,15,5,1,295_122_15_5,""
1013,2019-02-15,"Rice (basmati, broken) - Retail",KG,cereals and tubers,95.0,PKR,Pakistan,Balochistan,2272,Quetta,295,122,15,5,1,295_122_15_5,""
1014,2019-03-15,"Rice (basmati, broken) - Retail",KG,cereals and tubers,95.0,PKR,Pakistan,Balochistan,2272,Quetta,295,122,15,5,1,295_122_15_5,""
1015,2019-04-15,"Rice (basmati, broken) - Retail",KG,cereals and tubers,97.5,PKR,Pakistan,Balochistan,2272,Quetta,295,122,15,5,1,295_122_15_5,""
1016,2019-05-15,"Rice (basmati, broken) - Retail",KG,cereals and tubers,102.0,PKR,Pakistan,Balochistan,2272,Quetta,295,122,15,5,1,295_122_15_5,""
1017,2019-06-15,"Rice (basmati, broken) - Retail",KG,cereals and tubers,105.0,PKR,Pakistan,Balochistan,2272,Quetta,295,122,15,5,1,295_122_15_5,""
1018,2019-07-15,"Rice (basmati, broken) - Retail",KG,cereals and tubers,122.5,PKR,Pakistan,Balochistan,2272,Quetta,295,122,15,5,1,295_122_15_5,""
1019,2019-08-15,"Rice (basmati, broken) - Retail",KG,cereals and tubers,105.0,PKR,Pakistan,Balochistan,2272,Quetta,295,122,15,5,1,295_122_15_5,""
1020,2019-09-15,"Rice (basmati, broken) - Retail",KG,cereals and tubers,105.0,PKR,Pakistan,Balochistan,2272,Quetta,295,122,15,5,1,295_122_15_5,""
1021,2019-10-15,"Rice (basmati, broken) - Retail",KG,cereals and tubers,105.0,PKR,Pakistan,Balochistan,2272,Quetta,295,122,15,5,1,295_122_15_5,""
1022,2013-01-15,Poultry - Retail,KG,"meat, fish and eggs",166.0,PKR,Pakistan,Balochistan,2272,Quetta,295,138,15,5,2,295_138_15_5,""
1023,2013-02-15,Poultry - Retail,KG,"meat, fish and eggs",172.5,PKR,Pakistan,Balochistan,2272,Quetta,295,138,15,5,2,295_138_15_5,""
1024,2013-03-15,Poultry - Retail,KG,"meat, fish and eggs",150.0,PKR,Pakistan,Balochistan,2272,Quetta,295,138,15,5,2,295_138_15_5,""
1025,2013-04-15,Poultry - Retail,KG,"meat, fish and eggs",142.5,PKR,Pakistan,Balochistan,2272,Quetta,295,138,15,5,2,295_138_15_5,""
1026,2013-05-15,Poultry - Retail,KG,"meat, fish and eggs",164.0,PKR,Pakistan,Balochistan,2272,Quetta,295,138,15,5,2,295_138_15_5,""
1027,2013-07-15,Poultry - Retail,KG,"meat, fish and eggs",182.5,PKR,Pakistan,Balochistan,2272,Quetta,295,138,15,5,2,295_138_15_5,""
1028,2013-08-15,Poultry - Retail,KG,"meat, fish and eggs",187.0,PKR,Pakistan,Balochistan,2272,Quetta,295,138,15,5,2,295_138_15_5,""
1029,2013-09-15,Poultry - Retail,KG,"meat, fish and eggs",163.75,PKR,Pakistan,Balochistan,2272,Quetta,295,138,15,5,2,295_138_15_5,""
1030,2014-01-15,Poultry - Retail,KG,"meat, fish and eggs",202.0,PKR,Pakistan,Balochistan,2272,Quetta,295,138,15,5,2,295_138_15_5,""
1031,2014-02-15,Poultry - Retail,KG,"meat, fish and eggs",182.5,PKR,Pakistan,Balochistan,2272,Quetta,295,138,15,5,2,295_138_15_5,""
1032,2014-03-15,Poultry - Retail,KG,"meat, fish and eggs",182.5,PKR,Pakistan,Balochistan,2272,Quetta,295,138,15,5,2,295_138_15_5,""
1033,2014-04-15,Poultry - Retail,KG,"meat, fish and eggs",175.0,PKR,Pakistan,Balochistan,2272,Quetta,295,138,15,5,2,295_138_15_5,""
1034,2014-05-15,Poultry - Retail,KG,"meat, fish and eggs",177.5,PKR,Pakistan,Balochistan,2272,Quetta,295,138,15,5,2,295_138_15_5,""
1035,2014-06-15,Poultry - Retail,KG,"meat, fish and eggs",184.38,PKR,Pakistan,Balochistan,2272,Quetta,295,138,15,5,2,295_138_15_5,""
1036,2014-07-15,Poultry - Retail,KG,"meat, fish and eggs",191.0,PKR,Pakistan,Balochistan,2272,Quetta,295,138,15,5,2,295_138_15_5,""
1037,2014-08-15,Poultry - Retail,KG,"meat, fish and eggs",182.5,PKR,Pakistan,Balochistan,2272,Quetta,295,138,15,5,2,295_138_15_5,""
1038,2014-09-15,Poultry - Retail,KG,"meat, fish and eggs",157.5,PKR,Pakistan,Balochistan,2272,Quetta,295,138,15,5,2,295_138_15_5,""
1039,2014-10-15,Poultry - Retail,KG,"meat, fish and eggs",153.0,PKR,Pakistan,Balochistan,2272,Quetta,295,138,15,5,2,295_138_15_5,""
1040,2014-11-15,Poultry - Retail,KG,"meat, fish and eggs",172.5,PKR,Pakistan,Balochistan,2272,Quetta,295,138,15,5,2,295_138_15_5,""
1041,2014-12-15,Poultry - Retail,KG,"meat, fish and eggs",181.25,PKR,Pakistan,Balochistan,2272,Quetta,295,138,15,5,2,295_138_15_5,""
1042,2015-01-15,Poultry - Retail,KG,"meat, fish and eggs",146.25,PKR,Pakistan,Balochistan,2272,Quetta,295,138,15,5,2,295_138_15_5,""
1043,2015-02-15,Poultry - Retail,KG,"meat, fish and eggs",178.0,PKR,Pakistan,Balochistan,2272,Quetta,295,138,15,5,2,295_138_15_5,""
1044,2015-03-15,Poultry - Retail,KG,"meat, fish and eggs",146.25,PKR,Pakistan,Balochistan,2272,Quetta,295,138,15,5,2,295_138_15_5,""
1045,2015-04-15,Poultry - Retail,KG,"meat, fish and eggs",166.0,PKR,Pakistan,Balochistan,2272,Quetta,295,138,15,5,2,295_138_15_5,""
1046,2015-05-15,Poultry - Retail,KG,"meat, fish and eggs",183.75,PKR,Pakistan,Balochistan,2272,Quetta,295,138,15,5,2,295_138_15_5,""
1047,2015-06-15,Poultry - Retail,KG,"meat, fish and eggs",211.25,PKR,Pakistan,Balochistan,2272,Quetta,295,138,15,5,2,295_138_15_5,""
1048,2015-07-15,Poultry - Retail,KG,"meat, fish and eggs",208.0,PKR,Pakistan,Balochistan,2272,Quetta,295,138,15,5,2,295_138_15_5,""
1049,2015-08-15,Poultry - Retail,KG,"meat, fish and eggs",183.75,PKR,Pakistan,Balochistan,2272,Quetta,295,138,15,5,2,295_138_15_5,""
1050,2015-09-15,Poultry - Retail,KG,"meat, fish and eggs",150.0,PKR,Pakistan,Balochistan,2272,Quetta,295,138,15,5,2,295_138_15_5,""
1051,2015-10-15,Poultry - Retail,KG,"meat, fish and eggs",154.0,PKR,Pakistan,Balochistan,2272,Quetta,295,138,15,5,2,295_138_15_5,""
1052,2015-11-15,Poultry - Retail,KG,"meat, fish and eggs",157.5,PKR,Pakistan,Balochistan,2272,Quetta,295,138,15,5,2,295_138_15_5,""
1053,2015-12-15,Poultry - Retail,KG,"meat, fish and eggs",160.0,PKR,Pakistan,Balochistan,2272,Quetta,295,138,15,5,2,295_138_15_5,""
1054,2016-01-15,Poultry - Retail,KG,"meat, fish and eggs",166.25,PKR,Pakistan,Balochistan,2272,Quetta,295,138,15,5,2,295_138_15_5,""
1055,2016-02-15,Poultry - Retail,KG,"meat, fish and eggs",152.5,PKR,Pakistan,Balochistan,2272,Quetta,295,138,15,5,2,295_138_15_5,""
1056,2016-03-15,Poultry - Retail,KG,"meat, fish and eggs",161.0,PKR,Pakistan,Balochistan,2272,Quetta,295,138,15,5,2,295_138_15_5,""
1057,2016-04-15,Poultry - Retail,KG,"meat, fish and eggs",200.0,PKR,Pakistan,Balochistan,2272,Quetta,295,138,15,5,2,295_138_15_5,""
