,Region,Country,RE or Non-RE,Group Technology,Technology,Sub-Technology,Poducer Type,Year,Electricity Generation (GWh),Electricity Installed Capacity (MW)
210,Africa,Côte d'Ivoire,Total Renewable,Hydropower (excl. Pumped Storage),Renewable hydropower,Renewable hydropower,On-grid electricity,2021.0,2627,879
211,Africa,Côte d'Ivoire,Total Renewable,Hydropower (excl. Pumped Storage),Renewable hydropower,Renewable hydropower,On-grid electricity,2022.0,,879
212,Africa,Côte d'Ivoire,Total Renewable,Solar energy,Solar photovoltaic,Off-grid Solar photovoltaic,Off-grid electricity,2020.0,2.7,6.353
213,Africa,Côte d'Ivoire,Total Renewable,Solar energy,Solar photovoltaic,Off-grid Solar photovoltaic,Off-grid electricity,2021.0,5.6,7.7
214,Africa,Côte d'Ivoire,Total Renewable,Solar energy,Solar photovoltaic,Off-grid Solar photovoltaic,Off-grid electricity,2022.0,,7.7
215,Africa,Democratic Republic of the Congo (the),Total Non-Renewable,Fossil fuels,Oil,Oil,On-grid electricity,2020.0,112.029,29
216,Africa,Democratic Republic of the Congo (the),Total Non-Renewable,Fossil fuels,Oil,Oil,On-grid electricity,2021.0,115.134,29
217,Africa,Democratic Republic of the Congo (the),Total Non-Renewable,Fossil fuels,Oil,Oil,On-grid electricity,2022.0,,29
218,Africa,Democratic Republic of the Congo (the),Total Renewable,Bioenergy,Solid biofuels,Other vegetal and agricultural waste,Off-grid electricity,2020.0,7.779,2.96
219,Africa,Democratic Republic of the Congo (the),Total Renewable,Bioenergy,Solid biofuels,Other vegetal and agricultural waste,Off-grid electricity,2021.0,7.779,2.96
220,Africa,Democratic Republic of the Congo (the),Total Renewable,Bioenergy,Solid biofuels,Other vegetal and agricultural waste,Off-grid electricity,2022.0,,2.96
221,Africa,Democratic Republic of the Congo (the),Total Renewable,Hydropower (excl. Pumped Storage),Renewable hydropower,Renewable hydropower,Off-grid electricity,2020.0,511.672,141.6
222,Africa,Democratic Republic of the Congo (the),Total Renewable,Hydropower (excl. Pumped Storage),Renewable hydropower,Renewable hydropower,Off-grid electricity,2021.0,511.672,141.6
223,Africa,Democratic Republic of the Congo (the),Total Renewable,Hydropower (excl. Pumped Storage),Renewable hydropower,Renewable hydropower,Off-grid electricity,2022.0,,141.6
224,Africa,Democratic Republic of the Congo (the),Total Renewable,Hydropower (excl. Pumped Storage),Renewable hydropower,Renewable hydropower,On-grid electricity,2020.0,11379.071,2577
225,Africa,Democratic Republic of the Congo (the),Total Renewable,Hydropower (excl. Pumped Storage),Renewable hydropower,Renewable hydropower,On-grid electricity,2021.0,11375.966,2577
226,Africa,Democratic Republic of the Congo (the),Total Renewable,Hydropower (excl. Pumped Storage),Renewable hydropower,Renewable hydropower,On-grid electricity,2022.0,,2577.1
227,Africa,Democratic Republic of the Congo (the),Total Renewable,Solar energy,Solar photovoltaic,Off-grid Solar photovoltaic,Off-grid electricity,2020.0,25.4,19.844
228,Africa,Democratic Republic of the Congo (the),Total Renewable,Solar energy,Solar photovoltaic,Off-grid Solar photovoltaic,Off-grid electricity,2021.0,25.4,19.844
229,Africa,Democratic Republic of the Congo (the),Total Renewable,Solar energy,Solar photovoltaic,Off-grid Solar photovoltaic,Off-grid electricity,2022.0,,19.844
230,Africa,Djibouti,Total Non-Renewable,Fossil fuels,Oil,Oil,On-grid electricity,2020.0,125,123
231,Africa,Djibouti,Total Non-Renewable,Fossil fuels,Oil,Oil,On-grid electricity,2021.0,128,123
232,Africa,Djibouti,Total Non-Renewable,Fossil fuels,Oil,Oil,On-grid electricity,2022.0,,123
233,Africa,Djibouti,Total Renewable,Solar energy,Solar photovoltaic,Off-grid Solar photovoltaic,Off-grid electricity,2020.0,0.6,0.362
234,Africa,Djibouti,Total Renewable,Solar energy,Solar photovoltaic,Off-grid Solar photovoltaic,Off-grid electricity,2021.0,0.6,0.362
235,Africa,Djibouti,Total Renewable,Solar energy,Solar photovoltaic,Off-grid Solar photovoltaic,Off-grid electricity,2022.0,,0.362
236,Africa,Djibouti,Total Renewable,Wind energy,Onshore wind energy,Onshore wind energy,Off-grid electricity,2021.0,,20
237,Africa,Djibouti,Total Renewable,Wind energy,Onshore wind energy,Onshore wind energy,Off-grid electricity,2022.0,,20
238,Africa,Djibouti,Total Renewable,Wind energy,Onshore wind energy,Onshore wind energy,On-grid electricity,2021.0,69.4,
239,Africa,Egypt,Total Non-Renewable,Fossil fuels,Fossil fuels n.e.s.,Fossil fuels n.e.s.,On-grid electricity,2022.0,,10
240,Africa,Egypt,Total Non-Renewable,Fossil fuels,Natural gas,Natural gas,On-grid electricity,2020.0,164187,51872
241,Africa,Egypt,Total Non-Renewable,Fossil fuels,Natural gas,Natural gas,On-grid electricity,2021.0,170022.026,52020.2
242,Africa,Egypt,Total Non-Renewable,Fossil fuels,Natural gas,Natural gas,On-grid electricity,2022.0,,52020.2
243,Africa,Egypt,Total Non-Renewable,Fossil fuels,Oil,Oil,Off-grid electricity,2020.0,113.89,178.89
244,Africa,Egypt,Total Non-Renewable,Fossil fuels,Oil,Oil,Off-grid electricity,2021.0,105.4,186.6
245,Africa,Egypt,Total Non-Renewable,Fossil fuels,Oil,Oil,Off-grid electricity,2022.0,,176.59999999999854
246,Africa,Egypt,Total Non-Renewable,Fossil fuels,Oil,Oil,On-grid electricity,2020.0,9313,1192
247,Africa,Egypt,Total Non-Renewable,Fossil fuels,Oil,Oil,On-grid electricity,2021.0,9643.974,1153
248,Africa,Egypt,Total Non-Renewable,Fossil fuels,Oil,Oil,On-grid electricity,2022.0,,1153
249,Africa,Egypt,Total Renewable,Bioenergy,Biogas,Sewage sludge gas,On-grid electricity,2020.0,30,11.5
250,Africa,Egypt,Total Renewable,Bioenergy,Biogas,Sewage sludge gas,On-grid electricity,2021.0,30,56
251,Africa,Egypt,Total Renewable,Bioenergy,Biogas,Sewage sludge gas,On-grid electricity,2022.0,,56
252,Africa,Egypt,Total Renewable,Bioenergy,Solid biofuels,Bagasse,On-grid electricity,2020.0,205.687,67
253,Africa,Egypt,Total Renewable,Bioenergy,Solid biofuels,Bagasse,On-grid electricity,2021.0,247.211,67
254,Africa,Egypt,Total Renewable,Bioenergy,Solid biofuels,Bagasse,On-grid electricity,2022.0,,67
255,Africa,Egypt,Total Renewable,Hydropower (excl. Pumped Storage),Renewable hydropower,Renewable hydropower,On-grid electricity,2020.0,15038,2832
256,Africa,Egypt,Total Renewable,Hydropower (excl. Pumped Storage),Renewable hydropower,Renewable hydropower,On-grid electricity,2021.0,14769,2832
257,Africa,Egypt,Total Renewable,Hydropower (excl. Pumped Storage),Renewable hydropower,Renewable hydropower,On-grid electricity,2022.0,,2832
258,Africa,Egypt,Total Renewable,Solar energy,Solar photovoltaic,Off-grid Solar photovoltaic,Off-grid electricity,2020.0,22.51,32
259,Africa,Egypt,Total Renewable,Solar energy,Solar photovoltaic,Off-grid Solar photovoltaic,Off-grid electricity,2021.0,27.5,30.5
260,Africa,Egypt,Total Renewable,Solar energy,Solar photovoltaic,Off-grid Solar photovoltaic,Off-grid electricity,2022.0,,66
261,Africa,Egypt,Total Renewable,Solar energy,Solar photovoltaic,On-grid Solar photovoltaic,On-grid electricity,2020.0,3997,1591
262,Africa,Egypt,Total Renewable,Solar energy,Solar photovoltaic,On-grid Solar photovoltaic,On-grid electricity,2021.0,4466,1612
263,Africa,Egypt,Total Renewable,Solar energy,Solar photovoltaic,On-grid Solar photovoltaic,On-grid electricity,2022.0,,1638
264,Africa,Egypt,Total Renewable,Solar energy,Solar thermal energy,Concentrated solar power,On-grid electricity,2020.0,433,20
265,Africa,Egypt,Total Renewable,Solar energy,Solar thermal energy,Concentrated solar power,On-grid electricity,2021.0,479,20
266,Africa,Egypt,Total Renewable,Solar energy,Solar thermal energy,Concentrated solar power,On-grid electricity,2022.0,,20
267,Africa,Egypt,Total Renewable,Wind energy,Onshore wind energy,Onshore wind energy,Off-grid electricity,2020.0,12.445,5
268,Africa,Egypt,Total Renewable,Wind energy,Onshore wind energy,Onshore wind energy,Off-grid electricity,2021.0,12.445,5
269,Africa,Egypt,Total Renewable,Wind energy,Onshore wind energy,Onshore wind energy,Off-grid electricity,2022.0,,5
270,Africa,Egypt,Total Renewable,Wind energy,Onshore wind energy,Onshore wind energy,On-grid electricity,2020.0,4233,1375
271,Africa,Egypt,Total Renewable,Wind energy,Onshore wind energy,Onshore wind energy,On-grid electricity,2021.0,5257,1635
272,Africa,Egypt,Total Renewable,Wind energy,Onshore wind energy,Onshore wind energy,On-grid electricity,2022.0,,1637.5
273,Africa,Equatorial Guinea,Total Non-Renewable,Fossil fuels,Natural gas,Natural gas,On-grid electricity,2020.0,533.573,156
274,Africa,Equatorial Guinea,Total Non-Renewable,Fossil fuels,Natural gas,Natural gas,On-grid electricity,2021.0,533.573,156
275,Africa,Equatorial Guinea,Total Non-Renewable,Fossil fuels,Natural gas,Natural gas,On-grid electricity,2022.0,,156
276,Africa,Equatorial Guinea,Total Non-Renewable,Fossil fuels,Oil,Oil,On-grid electricity,2020.0,403.501,117.971
277,Africa,Equatorial Guinea,Total Non-Renewable,Fossil fuels,Oil,Oil,On-grid electricity,2021.0,403.501,117.971
278,Africa,Equatorial Guinea,Total Non-Renewable,Fossil fuels,Oil,Oil,On-grid electricity,2022.0,,117.971
279,Africa,Equatorial Guinea,Total Renewable,Hydropower (excl. Pumped Storage),Renewable hydropower,Renewable hydropower,On-grid electricity,2020.0,127,127.14
280,Africa,Equatorial Guinea,Total Renewable,Hydropower (excl. Pumped Storage),Renewable hydropower,Renewable hydropower,On-grid electricity,2021.0,127,127.14
281,Africa,Equatorial Guinea,Total Renewable,Hydropower (excl. Pumped Storage),Renewable hydropower,Renewable hydropower,On-grid electricity,2022.0,,127.14
282,Africa,Equatorial Guinea,Total Renewable,Solar energy,Solar photovoltaic,Off-grid Solar photovoltaic,Off-grid electricity,2020.0,0.393,0.319
283,Africa,Equatorial Guinea,Total Renewable,Solar energy,Solar photovoltaic,Off-grid Solar photovoltaic,Off-grid electricity,2021.0,0.225,0.183
284,Africa,Equatorial Guinea,Total Renewable,Solar energy,Solar photovoltaic,Off-grid Solar photovoltaic,Off-grid electricity,2022.0,,0.183
285,Africa,Eritrea,Total Non-Renewable,Fossil fuels,Oil,Oil,Off-grid electricity,2020.0,,1
286,Africa,Eritrea,Total Non-Renewable,Fossil fuels,Oil,Oil,Off-grid electricity,2021.0,,1
287,Africa,Eritrea,Total Non-Renewable,Fossil fuels,Oil,Oil,Off-grid electricity,2022.0,,1
288,Africa,Eritrea,Total Non-Renewable,Fossil fuels,Oil,Oil,On-grid electricity,2020.0,419,205
289,Africa,Eritrea,Total Non-Renewable,Fossil fuels,Oil,Oil,On-grid electricity,2021.0,419,205
290,Africa,Eritrea,Total Non-Renewable,Fossil fuels,Oil,Oil,On-grid electricity,2022.0,,205
291,Africa,Eritrea,Total Renewable,Solar energy,Solar photovoltaic,Off-grid Solar photovoltaic,Off-grid electricity,2020.0,22.17,11.589
292,Africa,Eritrea,Total Renewable,Solar energy,Solar photovoltaic,Off-grid Solar photovoltaic,Off-grid electricity,2021.0,20.674,10.807
293,Africa,Eritrea,Total Renewable,Solar energy,Solar photovoltaic,Off-grid Solar photovoltaic,Off-grid electricity,2022.0,,10.807
294,Africa,Eritrea,Total Renewable,Wind energy,Onshore wind energy,Onshore wind energy,Off-grid electricity,2020.0,1.445,0.825
295,Africa,Eritrea,Total Renewable,Wind energy,Onshore wind energy,Onshore wind energy,Off-grid electricity,2021.0,1.445,0.825
296,Africa,Eritrea,Total Renewable,Wind energy,Onshore wind energy,Onshore wind energy,Off-grid electricity,2022.0,,0.825
297,Africa,Eswatini,Total Non-Renewable,Fossil fuels,Oil,Oil,Off-grid electricity,2020.0,,0.9
298,Africa,Eswatini,Total Non-Renewable,Fossil fuels,Oil,Oil,Off-grid electricity,2021.0,1,0.9000000000000004
299,Africa,Eswatini,Total Non-Renewable,Fossil fuels,Oil,Oil,Off-grid electricity,2022.0,,0.9
300,Africa,Eswatini,Total Non-Renewable,Fossil fuels,Oil,Oil,On-grid electricity,2020.0,,9
301,Africa,Eswatini,Total Non-Renewable,Fossil fuels,Oil,Oil,On-grid electricity,2021.0,,9
302,Africa,Eswatini,Total Non-Renewable,Fossil fuels,Oil,Oil,On-grid electricity,2022.0,,9
303,Africa,Eswatini,Total Renewable,Bioenergy,Solid biofuels,Bagasse,On-grid electricity,2020.0,191.402,106
304,Africa,Eswatini,Total Renewable,Bioenergy,Solid biofuels,Bagasse,On-grid electricity,2021.0,200.37,106
305,Africa,Eswatini,Total Renewable,Bioenergy,Solid biofuels,Bagasse,On-grid electricity,2022.0,,106
306,Africa,Eswatini,Total Renewable,Hydropower (excl. Pumped Storage),Renewable hydropower,Renewable hydropower,Off-grid electricity,2020.0,3.6,1.8
307,Africa,Eswatini,Total Renewable,Hydropower (excl. Pumped Storage),Renewable hydropower,Renewable hydropower,Off-grid electricity,2021.0,3.6,1.8
308,Africa,Eswatini,Total Renewable,Hydropower (excl. Pumped Storage),Renewable hydropower,Renewable hydropower,Off-grid electricity,2022.0,,1.8
309,Africa,Eswatini,Total Renewable,Hydropower (excl. Pumped Storage),Renewable hydropower,Renewable hydropower,On-grid electricity,2020.0,226.975,60.4
310,Africa,Eswatini,Total Renewable,Hydropower (excl. Pumped Storage),Renewable hydropower,Renewable hydropower,On-grid electricity,2021.0,255.05,60.4
311,Africa,Eswatini,Total Renewable,Hydropower (excl. Pumped Storage),Renewable hydropower,Renewable hydropower,On-grid electricity,2022.0,,60.4
312,Africa,Eswatini,Total Renewable,Solar energy,Solar photovoltaic,Off-grid Solar photovoltaic,Off-grid electricity,2020.0,1.174,0.804
313,Africa,Eswatini,Total Renewable,Solar energy,Solar photovoltaic,Off-grid Solar photovoltaic,Off-grid electricity,2021.0,1.174,0.804
314,Africa,Eswatini,Total Renewable,Solar energy,Solar photovoltaic,Off-grid Solar photovoltaic,Off-grid electricity,2022.0,,0.804
315,Africa,Eswatini,Total Renewable,Solar energy,Solar photovoltaic,On-grid Solar photovoltaic,On-grid electricity,2020.0,0.1,0.126
316,Africa,Eswatini,Total Renewable,Solar energy,Solar photovoltaic,On-grid Solar photovoltaic,On-grid electricity,2021.0,0.025,10.126
317,Africa,Eswatini,Total Renewable,Solar energy,Solar photovoltaic,On-grid Solar photovoltaic,On-grid electricity,2022.0,,10.126
318,Africa,Ethiopia,Total Non-Renewable,Fossil fuels,Oil,Oil,On-grid electricity,2020.0,,104
319,Africa,Ethiopia,Total Non-Renewable,Fossil fuels,Oil,Oil,On-grid electricity,2021.0,,104
320,Africa,Ethiopia,Total Non-Renewable,Fossil fuels,Oil,Oil,On-grid electricity,2022.0,,104
321,Africa,Ethiopia,Total Renewable,Bioenergy,Renewable municipal waste,Renewable municipal waste,On-grid electricity,2020.0,,25
322,Africa,Ethiopia,Total Renewable,Bioenergy,Renewable municipal waste,Renewable municipal waste,On-grid electricity,2021.0,,25
323,Africa,Ethiopia,Total Renewable,Bioenergy,Renewable municipal waste,Renewable municipal waste,On-grid electricity,2022.0,,25
324,Africa,Ethiopia,Total Renewable,Bioenergy,Solid biofuels,Bagasse,On-grid electricity,2020.0,26.909,265
325,Africa,Ethiopia,Total Renewable,Bioenergy,Solid biofuels,Bagasse,On-grid electricity,2021.0,23.391,310
326,Africa,Ethiopia,Total Renewable,Bioenergy,Solid biofuels,Bagasse,On-grid electricity,2022.0,,310
327,Africa,Ethiopia,Total Renewable,Geothermal energy,Geothermal energy,Geothermal energy,On-grid electricity,2020.0,,7.3
328,Africa,Ethiopia,Total Renewable,Geothermal energy,Geothermal energy,Geothermal energy,On-grid electricity,2021.0,,7.3
329,Africa,Ethiopia,Total Renewable,Geothermal energy,Geothermal energy,Geothermal energy,On-grid electricity,2022.0,,7.3
330,Africa,Ethiopia,Total Renewable,Hydropower (excl. Pumped Storage),Renewable hydropower,Renewable hydropower,Off-grid electricity,2020.0,,1.279
331,Africa,Ethiopia,Total Renewable,Hydropower (excl. Pumped Storage),Renewable hydropower,Renewable hydropower,Off-grid electricity,2021.0,,1.279
332,Africa,Ethiopia,Total Renewable,Hydropower (excl. Pumped Storage),Renewable hydropower,Renewable hydropower,Off-grid electricity,2022.0,,1.279
333,Africa,Ethiopia,Total Renewable,Hydropower (excl. Pumped Storage),Renewable hydropower,Renewable hydropower,On-grid electricity,2020.0,14403.7,4070
334,Africa,Ethiopia,Total Renewable,Hydropower (excl. Pumped Storage),Renewable hydropower,Renewable hydropower,On-grid electricity,2021.0,14942.83,4070
335,Africa,Ethiopia,Total Renewable,Hydropower (excl. Pumped Storage),Renewable hydropower,Renewable hydropower,On-grid electricity,2022.0,,4820
336,Africa,Ethiopia,Total Renewable,Solar energy,Solar photovoltaic,Off-grid Solar photovoltaic,Off-grid electricity,2020.0,32.295,20.184
337,Africa,Ethiopia,Total Renewable,Solar energy,Solar photovoltaic,Off-grid Solar photovoltaic,Off-grid electricity,2021.0,33.895,21.184
338,Africa,Ethiopia,Total Renewable,Solar energy,Solar photovoltaic,Off-grid Solar photovoltaic,Off-grid electricity,2022.0,,21.184
339,Africa,Ethiopia,Total Renewable,Wind energy,Onshore wind energy,Onshore wind energy,Off-grid electricity,2020.0,0.011,0.006
340,Africa,Ethiopia,Total Renewable,Wind energy,Onshore wind energy,Onshore wind energy,Off-grid electricity,2021.0,0.011,0.006
341,Africa,Ethiopia,Total Renewable,Wind energy,Onshore wind energy,Onshore wind energy,Off-grid electricity,2022.0,,0.006
342,Africa,Ethiopia,Total Renewable,Wind energy,Onshore wind energy,Onshore wind energy,On-grid electricity,2020.0,609.03,324
343,Africa,Ethiopia,Total Renewable,Wind energy,Onshore wind energy,Onshore wind energy,On-grid electricity,2021.0,817.19,324
344,Africa,Ethiopia,Total Renewable,Wind energy,Onshore wind energy,Onshore wind energy,On-grid electricity,2022.0,,404
345,Africa,Gabon,Total Non-Renewable,Fossil fuels,Natural gas,Natural gas,On-grid electricity,2020.0,681,192.33
346,Africa,Gabon,Total Non-Renewable,Fossil fuels,Natural gas,Natural gas,On-grid electricity,2021.0,681,192.33
347,Africa,Gabon,Total Non-Renewable,Fossil fuels,Natural gas,Natural gas,On-grid electricity,2022.0,,192.33
348,Africa,Gabon,Total Non-Renewable,Fossil fuels,Oil,Oil,On-grid electricity,2020.0,159,87.14
349,Africa,Gabon,Total Non-Renewable,Fossil fuels,Oil,Oil,On-grid electricity,2021.0,159,87.14
350,Africa,Gabon,Total Non-Renewable,Fossil fuels,Oil,Oil,On-grid electricity,2022.0,,87.14
351,Africa,Gabon,Total Renewable,Bioenergy,Biogas,Other biogases from anaerobic fermentation,Off-grid electricity,2020.0,1.22,1.2
352,Africa,Gabon,Total Renewable,Bioenergy,Biogas,Other biogases from anaerobic fermentation,Off-grid electricity,2021.0,1.22,1.2
353,Africa,Gabon,Total Renewable,Bioenergy,Biogas,Other biogases from anaerobic fermentation,Off-grid electricity,2022.0,,1.2
354,Africa,Gabon,Total Renewable,Hydropower (excl. Pumped Storage),Renewable hydropower,Renewable hydropower,Off-grid electricity,2020.0,1.387,0.287
355,Africa,Gabon,Total Renewable,Hydropower (excl. Pumped Storage),Renewable hydropower,Renewable hydropower,Off-grid electricity,2021.0,1.387,0.287
356,Africa,Gabon,Total Renewable,Hydropower (excl. Pumped Storage),Renewable hydropower,Renewable hydropower,Off-grid electricity,2022.0,,0.287
357,Africa,Gabon,Total Renewable,Hydropower (excl. Pumped Storage),Renewable hydropower,Renewable hydropower,On-grid electricity,2020.0,981,330
358,Africa,Gabon,Total Renewable,Hydropower (excl. Pumped Storage),Renewable hydropower,Renewable hydropower,On-grid electricity,2021.0,981,330
359,Africa,Gabon,Total Renewable,Hydropower (excl. Pumped Storage),Renewable hydropower,Renewable hydropower,On-grid electricity,2022.0,,330
