,Region,Country,RE or Non-RE,Group Technology,Technology,Sub-Technology,Poducer Type,Year,Electricity Generation (GWh),Electricity Installed Capacity (MW)
3583,Europe,Greece,Total Renewable,Bioenergy,Biogas,Other biogases from anaerobic fermentation,On-grid electricity,2022.0,,49.998
3584,Europe,Greece,Total Renewable,Bioenergy,Biogas,Sewage sludge gas,On-grid electricity,2020.0,90.484,12.7
3585,Europe,Greece,Total Renewable,Bioenergy,Biogas,Sewage sludge gas,On-grid electricity,2021.0,101.511,12.7
3586,Europe,Greece,Total Renewable,Bioenergy,Biogas,Sewage sludge gas,On-grid electricity,2022.0,,12.7
3587,Europe,Greece,Total Renewable,Bioenergy,Solid biofuels,Other vegetal and agricultural waste,On-grid electricity,2020.0,49.653999999999996,14.111
3588,Europe,Greece,Total Renewable,Bioenergy,Solid biofuels,Other vegetal and agricultural waste,On-grid electricity,2021.0,42.372,16.109
3589,Europe,Greece,Total Renewable,Bioenergy,Solid biofuels,Other vegetal and agricultural waste,On-grid electricity,2022.0,,16.109
3590,Europe,Greece,Total Renewable,Hydropower (excl. Pumped Storage),Mixed Hydro Plants,Mixed Hydro Plants,On-grid electricity,2020.0,,699
3591,Europe,Greece,Total Renewable,Hydropower (excl. Pumped Storage),Mixed Hydro Plants,Mixed Hydro Plants,On-grid electricity,2021.0,,699
3592,Europe,Greece,Total Renewable,Hydropower (excl. Pumped Storage),Mixed Hydro Plants,Mixed Hydro Plants,On-grid electricity,2022.0,,699
3593,Europe,Greece,Total Renewable,Hydropower (excl. Pumped Storage),Renewable hydropower,Renewable hydropower,On-grid electricity,2020.0,3343.687,2718
3594,Europe,Greece,Total Renewable,Hydropower (excl. Pumped Storage),Renewable hydropower,Renewable hydropower,On-grid electricity,2021.0,5903.466,2722
3595,Europe,Greece,Total Renewable,Hydropower (excl. Pumped Storage),Renewable hydropower,Renewable hydropower,On-grid electricity,2022.0,,2724
3596,Europe,Greece,Total Renewable,Solar energy,Solar photovoltaic,On-grid Solar photovoltaic,On-grid electricity,2020.0,4446.854,3287.72
3597,Europe,Greece,Total Renewable,Solar energy,Solar photovoltaic,On-grid Solar photovoltaic,On-grid electricity,2021.0,5250.978,4277.42
3598,Europe,Greece,Total Renewable,Solar energy,Solar photovoltaic,On-grid Solar photovoltaic,On-grid electricity,2022.0,,5557.42
3599,Europe,Greece,Total Renewable,Wind energy,Onshore wind energy,Onshore wind energy,On-grid electricity,2020.0,9310.104,4119.25
3600,Europe,Greece,Total Renewable,Wind energy,Onshore wind energy,Onshore wind energy,On-grid electricity,2021.0,10482.981,4649.13
3601,Europe,Greece,Total Renewable,Wind energy,Onshore wind energy,Onshore wind energy,On-grid electricity,2022.0,,4879.13
3602,Europe,Hungary,Total Non-Renewable,Fossil fuels,Coal and peat,Coal and peat,On-grid electricity,2020.0,3826,
3603,Europe,Hungary,Total Non-Renewable,Fossil fuels,Coal and peat,Coal and peat,On-grid electricity,2021.0,3105,
3604,Europe,Hungary,Total Non-Renewable,Fossil fuels,Fossil fuels n.e.s.,Fossil fuels n.e.s.,On-grid electricity,2020.0,,5586
3605,Europe,Hungary,Total Non-Renewable,Fossil fuels,Fossil fuels n.e.s.,Fossil fuels n.e.s.,On-grid electricity,2021.0,,5586
3606,Europe,Hungary,Total Non-Renewable,Fossil fuels,Fossil fuels n.e.s.,Fossil fuels n.e.s.,On-grid electricity,2022.0,,5647
3607,Europe,Hungary,Total Non-Renewable,Fossil fuels,Natural gas,Natural gas,On-grid electricity,2020.0,9091,
3608,Europe,Hungary,Total Non-Renewable,Fossil fuels,Natural gas,Natural gas,On-grid electricity,2021.0,9653,
3609,Europe,Hungary,Total Non-Renewable,Fossil fuels,Oil,Oil,On-grid electricity,2020.0,45,
3610,Europe,Hungary,Total Non-Renewable,Fossil fuels,Oil,Oil,On-grid electricity,2021.0,59.3,
3611,Europe,Hungary,Total Non-Renewable,Nuclear,Nuclear,Nuclear,On-grid electricity,2020.0,16055,2013
3612,Europe,Hungary,Total Non-Renewable,Nuclear,Nuclear,Nuclear,On-grid electricity,2021.0,15990,2013
3613,Europe,Hungary,Total Non-Renewable,Nuclear,Nuclear,Nuclear,On-grid electricity,2022.0,,2013
3614,Europe,Hungary,Total Non-Renewable,Other non-renewable energy,Other non-renewable energy,Other non-renewable energy,On-grid electricity,2020.0,384,87
3615,Europe,Hungary,Total Non-Renewable,Other non-renewable energy,Other non-renewable energy,Other non-renewable energy,On-grid electricity,2021.0,398,87
3616,Europe,Hungary,Total Non-Renewable,Other non-renewable energy,Other non-renewable energy,Other non-renewable energy,On-grid electricity,2022.0,,87
3617,Europe,Hungary,Total Renewable,Bioenergy,Biogas,Biogas n.e.s.,On-grid electricity,2020.0,324,85
3618,Europe,Hungary,Total Renewable,Bioenergy,Biogas,Biogas n.e.s.,On-grid electricity,2021.0,295,85
3619,Europe,Hungary,Total Renewable,Bioenergy,Biogas,Biogas n.e.s.,On-grid electricity,2022.0,,85
3620,Europe,Hungary,Total Renewable,Bioenergy,Renewable municipal waste,Renewable municipal waste,On-grid electricity,2020.0,167,27
3621,Europe,Hungary,Total Renewable,Bioenergy,Renewable municipal waste,Renewable municipal waste,On-grid electricity,2021.0,161,27.5
3622,Europe,Hungary,Total Renewable,Bioenergy,Renewable municipal waste,Renewable municipal waste,On-grid electricity,2022.0,,27.5
3623,Europe,Hungary,Total Renewable,Bioenergy,Solid biofuels,Other primary solid biofuels n.e.s.,On-grid electricity,2020.0,1664,397
3624,Europe,Hungary,Total Renewable,Bioenergy,Solid biofuels,Other primary solid biofuels n.e.s.,On-grid electricity,2021.0,1775,438
3625,Europe,Hungary,Total Renewable,Bioenergy,Solid biofuels,Other primary solid biofuels n.e.s.,On-grid electricity,2022.0,,438
3626,Europe,Hungary,Total Renewable,Geothermal energy,Geothermal energy,Geothermal energy,On-grid electricity,2020.0,16,3
3627,Europe,Hungary,Total Renewable,Geothermal energy,Geothermal energy,Geothermal energy,On-grid electricity,2021.0,12,3
3628,Europe,Hungary,Total Renewable,Geothermal energy,Geothermal energy,Geothermal energy,On-grid electricity,2022.0,,3
3629,Europe,Hungary,Total Renewable,Hydropower (excl. Pumped Storage),Renewable hydropower,Renewable hydropower,On-grid electricity,2020.0,244,58
3630,Europe,Hungary,Total Renewable,Hydropower (excl. Pumped Storage),Renewable hydropower,Renewable hydropower,On-grid electricity,2021.0,212,60
3631,Europe,Hungary,Total Renewable,Hydropower (excl. Pumped Storage),Renewable hydropower,Renewable hydropower,On-grid electricity,2022.0,,60
3632,Europe,Hungary,Total Renewable,Solar energy,Solar photovoltaic,On-grid Solar photovoltaic,On-grid electricity,2020.0,2459,2131
3633,Europe,Hungary,Total Renewable,Solar energy,Solar photovoltaic,On-grid Solar photovoltaic,On-grid electricity,2021.0,3796,2968
3634,Europe,Hungary,Total Renewable,Solar energy,Solar photovoltaic,On-grid Solar photovoltaic,On-grid electricity,2022.0,,2988
3635,Europe,Hungary,Total Renewable,Wind energy,Onshore wind energy,Onshore wind energy,On-grid electricity,2020.0,655,323
3636,Europe,Hungary,Total Renewable,Wind energy,Onshore wind energy,Onshore wind energy,On-grid electricity,2021.0,664,324
3637,Europe,Hungary,Total Renewable,Wind energy,Onshore wind energy,Onshore wind energy,On-grid electricity,2022.0,,324
3638,Europe,Iceland,Total Non-Renewable,Fossil fuels,Fossil fuels n.e.s.,Fossil fuels n.e.s.,On-grid electricity,2020.0,,116.282
3639,Europe,Iceland,Total Non-Renewable,Fossil fuels,Fossil fuels n.e.s.,Fossil fuels n.e.s.,On-grid electricity,2021.0,,126.282
3640,Europe,Iceland,Total Non-Renewable,Fossil fuels,Fossil fuels n.e.s.,Fossil fuels n.e.s.,On-grid electricity,2022.0,,126.282
3641,Europe,Iceland,Total Non-Renewable,Fossil fuels,Oil,Oil,On-grid electricity,2020.0,3.067,
3642,Europe,Iceland,Total Non-Renewable,Fossil fuels,Oil,Oil,On-grid electricity,2021.0,2.464,
3643,Europe,Iceland,Total Renewable,Geothermal energy,Geothermal energy,Geothermal energy,On-grid electricity,2020.0,5960.602999999999,756.158
3644,Europe,Iceland,Total Renewable,Geothermal energy,Geothermal energy,Geothermal energy,On-grid electricity,2021.0,5801.647999999999,756.208
3645,Europe,Iceland,Total Renewable,Geothermal energy,Geothermal energy,Geothermal energy,On-grid electricity,2022.0,,756.208
3646,Europe,Iceland,Total Renewable,Hydropower (excl. Pumped Storage),Renewable hydropower,Renewable hydropower,On-grid electricity,2020.0,13156.972,2114.419
3647,Europe,Iceland,Total Renewable,Hydropower (excl. Pumped Storage),Renewable hydropower,Renewable hydropower,On-grid electricity,2021.0,13803.999,2114.484
3648,Europe,Iceland,Total Renewable,Hydropower (excl. Pumped Storage),Renewable hydropower,Renewable hydropower,On-grid electricity,2022.0,,2114.484
3649,Europe,Iceland,Total Renewable,Solar energy,Solar photovoltaic,Off-grid Solar photovoltaic,Off-grid electricity,2020.0,5.419,7.001
3650,Europe,Iceland,Total Renewable,Solar energy,Solar photovoltaic,Off-grid Solar photovoltaic,Off-grid electricity,2021.0,5.419,7.001
3651,Europe,Iceland,Total Renewable,Solar energy,Solar photovoltaic,Off-grid Solar photovoltaic,Off-grid electricity,2022.0,,7.001
3652,Europe,Iceland,Total Renewable,Wind energy,Onshore wind energy,Onshore wind energy,On-grid electricity,2020.0,6.66,1.8
3653,Europe,Iceland,Total Renewable,Wind energy,Onshore wind energy,Onshore wind energy,On-grid electricity,2021.0,6.087,1.8
3654,Europe,Iceland,Total Renewable,Wind energy,Onshore wind energy,Onshore wind energy,On-grid electricity,2022.0,,1.8
3655,Europe,Ireland,Total Non-Renewable,Fossil fuels,Coal and peat,Coal and peat,On-grid electricity,2020.0,1591.75,
3656,Europe,Ireland,Total Non-Renewable,Fossil fuels,Coal and peat,Coal and peat,On-grid electricity,2021.0,3042.386,
3657,Europe,Ireland,Total Non-Renewable,Fossil fuels,Fossil fuels n.e.s.,Fossil fuels n.e.s.,On-grid electricity,2020.0,,6167.5
3658,Europe,Ireland,Total Non-Renewable,Fossil fuels,Fossil fuels n.e.s.,Fossil fuels n.e.s.,On-grid electricity,2021.0,,5990.005
3659,Europe,Ireland,Total Non-Renewable,Fossil fuels,Fossil fuels n.e.s.,Fossil fuels n.e.s.,On-grid electricity,2022.0,,5990.005
3660,Europe,Ireland,Total Non-Renewable,Fossil fuels,Natural gas,Natural gas,On-grid electricity,2020.0,16236.382000000001,
3661,Europe,Ireland,Total Non-Renewable,Fossil fuels,Natural gas,Natural gas,On-grid electricity,2021.0,15155.53,
3662,Europe,Ireland,Total Non-Renewable,Fossil fuels,Oil,Oil,On-grid electricity,2020.0,389.41700000000003,
3663,Europe,Ireland,Total Non-Renewable,Fossil fuels,Oil,Oil,On-grid electricity,2021.0,1453.163,
3664,Europe,Ireland,Total Non-Renewable,Other non-renewable energy,Other non-renewable energy,Other non-renewable energy,On-grid electricity,2020.0,298.892,41.29
3665,Europe,Ireland,Total Non-Renewable,Other non-renewable energy,Other non-renewable energy,Other non-renewable energy,On-grid electricity,2021.0,321.603,41.29
3666,Europe,Ireland,Total Non-Renewable,Other non-renewable energy,Other non-renewable energy,Other non-renewable energy,On-grid electricity,2022.0,,41.29
3667,Europe,Ireland,Total Non-Renewable,Pumped storage,Pumped storage,Pumped storage,On-grid electricity,2020.0,291.562,292
3668,Europe,Ireland,Total Non-Renewable,Pumped storage,Pumped storage,Pumped storage,On-grid electricity,2021.0,286.239,292
3669,Europe,Ireland,Total Non-Renewable,Pumped storage,Pumped storage,Pumped storage,On-grid electricity,2022.0,,292
3670,Europe,Ireland,Total Renewable,Bioenergy,Biogas,Landfill gas,On-grid electricity,2020.0,117.021,32.8
3671,Europe,Ireland,Total Renewable,Bioenergy,Biogas,Landfill gas,On-grid electricity,2021.0,118.707,32.8
3672,Europe,Ireland,Total Renewable,Bioenergy,Biogas,Landfill gas,On-grid electricity,2022.0,,32.8
3673,Europe,Ireland,Total Renewable,Bioenergy,Biogas,Other biogases from anaerobic fermentation,On-grid electricity,2020.0,44.442,23.203
3674,Europe,Ireland,Total Renewable,Bioenergy,Biogas,Other biogases from anaerobic fermentation,On-grid electricity,2021.0,46.039,22.828
3675,Europe,Ireland,Total Renewable,Bioenergy,Biogas,Other biogases from anaerobic fermentation,On-grid electricity,2022.0,,22.828
3676,Europe,Ireland,Total Renewable,Bioenergy,Biogas,Sewage sludge gas,On-grid electricity,2020.0,6.284,3.281
3677,Europe,Ireland,Total Renewable,Bioenergy,Biogas,Sewage sludge gas,On-grid electricity,2021.0,7.978,3.956
3678,Europe,Ireland,Total Renewable,Bioenergy,Biogas,Sewage sludge gas,On-grid electricity,2022.0,,3.956
3679,Europe,Ireland,Total Renewable,Bioenergy,Renewable municipal waste,Renewable municipal waste,On-grid electricity,2020.0,326.139,41.29
3680,Europe,Ireland,Total Renewable,Bioenergy,Renewable municipal waste,Renewable municipal waste,On-grid electricity,2021.0,351.847,41.29
3681,Europe,Ireland,Total Renewable,Bioenergy,Renewable municipal waste,Renewable municipal waste,On-grid electricity,2022.0,,41.29
3682,Europe,Ireland,Total Renewable,Bioenergy,Solid biofuels,Wood waste,On-grid electricity,2020.0,429.887,6.707
3683,Europe,Ireland,Total Renewable,Bioenergy,Solid biofuels,Wood waste,On-grid electricity,2021.0,470.701,6.707
3684,Europe,Ireland,Total Renewable,Bioenergy,Solid biofuels,Wood waste,On-grid electricity,2022.0,,6.707
3685,Europe,Ireland,Total Renewable,Hydropower (excl. Pumped Storage),Renewable hydropower,Renewable hydropower,On-grid electricity,2020.0,932.655,237
3686,Europe,Ireland,Total Renewable,Hydropower (excl. Pumped Storage),Renewable hydropower,Renewable hydropower,On-grid electricity,2021.0,749.342,237
3687,Europe,Ireland,Total Renewable,Hydropower (excl. Pumped Storage),Renewable hydropower,Renewable hydropower,On-grid electricity,2022.0,,237
3688,Europe,Ireland,Total Renewable,Solar energy,Solar photovoltaic,Off-grid Solar photovoltaic,Off-grid electricity,2020.0,61.788,89.892
3689,Europe,Ireland,Total Renewable,Solar energy,Solar photovoltaic,Off-grid Solar photovoltaic,Off-grid electricity,2021.0,92.98,135.272
3690,Europe,Ireland,Total Renewable,Solar energy,Solar photovoltaic,Off-grid Solar photovoltaic,Off-grid electricity,2022.0,,135.272
3691,Europe,Ireland,Total Renewable,Wind energy,Offshore wind energy,Offshore wind energy,On-grid electricity,2020.0,81,25.2
3692,Europe,Ireland,Total Renewable,Wind energy,Offshore wind energy,Offshore wind energy,On-grid electricity,2021.0,81,25.2
3693,Europe,Ireland,Total Renewable,Wind energy,Offshore wind energy,Offshore wind energy,On-grid electricity,2022.0,,25.2
3694,Europe,Ireland,Total Renewable,Wind energy,Onshore wind energy,Onshore wind energy,On-grid electricity,2020.0,11468.42,4281.5
3695,Europe,Ireland,Total Renewable,Wind energy,Onshore wind energy,Onshore wind energy,On-grid electricity,2021.0,9694.912,4313.841
3696,Europe,Ireland,Total Renewable,Wind energy,Onshore wind energy,Onshore wind energy,On-grid electricity,2022.0,,4593.841
3697,Europe,Italy,Total Non-Renewable,Fossil fuels,Coal and peat,Coal and peat,On-grid electricity,2020.0,15042.969,
3698,Europe,Italy,Total Non-Renewable,Fossil fuels,Coal and peat,Coal and peat,On-grid electricity,2021.0,15936.007,
3699,Europe,Italy,Total Non-Renewable,Fossil fuels,Fossil fuels n.e.s.,Fossil fuels n.e.s.,On-grid electricity,2020.0,,56236.47
3700,Europe,Italy,Total Non-Renewable,Fossil fuels,Fossil fuels n.e.s.,Fossil fuels n.e.s.,On-grid electricity,2021.0,,55630.391
3701,Europe,Italy,Total Non-Renewable,Fossil fuels,Fossil fuels n.e.s.,Fossil fuels n.e.s.,On-grid electricity,2022.0,,57168.391
3702,Europe,Italy,Total Non-Renewable,Fossil fuels,Natural gas,Natural gas,On-grid electricity,2020.0,133682.78399999999,
3703,Europe,Italy,Total Non-Renewable,Fossil fuels,Natural gas,Natural gas,On-grid electricity,2021.0,143997.93,
3704,Europe,Italy,Total Non-Renewable,Fossil fuels,Oil,Oil,On-grid electricity,2020.0,10043.26,
3705,Europe,Italy,Total Non-Renewable,Fossil fuels,Oil,Oil,On-grid electricity,2021.0,7748.085999999999,
3706,Europe,Italy,Total Non-Renewable,Other non-renewable energy,Other non-renewable energy,Other non-renewable energy,On-grid electricity,2020.0,2903.793,720.036
3707,Europe,Italy,Total Non-Renewable,Other non-renewable energy,Other non-renewable energy,Other non-renewable energy,On-grid electricity,2021.0,2958.301,739.406
3708,Europe,Italy,Total Non-Renewable,Other non-renewable energy,Other non-renewable energy,Other non-renewable energy,On-grid electricity,2022.0,,767.406
3709,Europe,Italy,Total Non-Renewable,Pumped storage,Pumped storage,Pumped storage,On-grid electricity,2020.0,1943.471,3940.38
3710,Europe,Italy,Total Non-Renewable,Pumped storage,Pumped storage,Pumped storage,On-grid electricity,2021.0,2090.196,3940.38
3711,Europe,Italy,Total Non-Renewable,Pumped storage,Pumped storage,Pumped storage,On-grid electricity,2022.0,,3940.38
3712,Europe,Italy,Total Renewable,Bioenergy,Biogas,Biogases from thermal processes,On-grid electricity,2020.0,28.841,5
3713,Europe,Italy,Total Renewable,Bioenergy,Biogas,Biogases from thermal processes,On-grid electricity,2021.0,31.112,5
3714,Europe,Italy,Total Renewable,Bioenergy,Biogas,Biogases from thermal processes,On-grid electricity,2022.0,,5
3715,Europe,Italy,Total Renewable,Bioenergy,Biogas,Landfill gas,On-grid electricity,2020.0,1202.865,
3716,Europe,Italy,Total Renewable,Bioenergy,Biogas,Landfill gas,On-grid electricity,2021.0,1143.904,
3717,Europe,Italy,Total Renewable,Bioenergy,Biogas,Other biogases from anaerobic fermentation,On-grid electricity,2020.0,6799.6359999999995,1351.058
3718,Europe,Italy,Total Renewable,Bioenergy,Biogas,Other biogases from anaerobic fermentation,On-grid electricity,2021.0,6820.398,1354.759
3719,Europe,Italy,Total Renewable,Bioenergy,Biogas,Other biogases from anaerobic fermentation,On-grid electricity,2022.0,,1354.759
3720,Europe,Italy,Total Renewable,Bioenergy,Biogas,Sewage sludge gas,On-grid electricity,2020.0,135.099,23
3721,Europe,Italy,Total Renewable,Bioenergy,Biogas,Sewage sludge gas,On-grid electricity,2021.0,128.808,22
3722,Europe,Italy,Total Renewable,Bioenergy,Biogas,Sewage sludge gas,On-grid electricity,2022.0,,22
3723,Europe,Italy,Total Renewable,Bioenergy,Liquid biofuels,Conventional biodiesel,On-grid electricity,2020.0,11.764,3.331
3724,Europe,Italy,Total Renewable,Bioenergy,Liquid biofuels,Conventional biodiesel,On-grid electricity,2021.0,6.77,3.331
3725,Europe,Italy,Total Renewable,Bioenergy,Liquid biofuels,Conventional biodiesel,On-grid electricity,2022.0,,3.331
3726,Europe,Italy,Total Renewable,Bioenergy,Liquid biofuels,Other liquid biofuels,On-grid electricity,2020.0,4655.575,928.695
3727,Europe,Italy,Total Renewable,Bioenergy,Liquid biofuels,Other liquid biofuels,On-grid electricity,2021.0,4101.987999999999,915.231
3728,Europe,Italy,Total Renewable,Bioenergy,Liquid biofuels,Other liquid biofuels,On-grid electricity,2022.0,,915.231
3729,Europe,Italy,Total Renewable,Bioenergy,Renewable municipal waste,Renewable municipal waste,On-grid electricity,2020.0,2329.71,401.928
3730,Europe,Italy,Total Renewable,Bioenergy,Renewable municipal waste,Renewable municipal waste,On-grid electricity,2021.0,2308.2889999999998,417.596
3731,Europe,Italy,Total Renewable,Bioenergy,Renewable municipal waste,Renewable municipal waste,On-grid electricity,2022.0,,417.596
3732,Europe,Italy,Total Renewable,Bioenergy,Solid biofuels,Renewable industrial waste,On-grid electricity,2020.0,108.062,18
3733,Europe,Italy,Total Renewable,Bioenergy,Solid biofuels,Renewable industrial waste,On-grid electricity,2021.0,128.635,20
3734,Europe,Italy,Total Renewable,Bioenergy,Solid biofuels,Renewable industrial waste,On-grid electricity,2022.0,,20
3735,Europe,Italy,Total Renewable,Bioenergy,Solid biofuels,Wood waste,On-grid electricity,2020.0,4362.228,708.182
3736,Europe,Italy,Total Renewable,Bioenergy,Solid biofuels,Wood waste,On-grid electricity,2021.0,4400.864,682.464
3737,Europe,Italy,Total Renewable,Bioenergy,Solid biofuels,Wood waste,On-grid electricity,2022.0,,678.464
3738,Europe,Italy,Total Renewable,Geothermal energy,Geothermal energy,Geothermal energy,On-grid electricity,2020.0,6026.112,771.79
3739,Europe,Italy,Total Renewable,Geothermal energy,Geothermal energy,Geothermal energy,On-grid electricity,2021.0,5913.787,771.79
3740,Europe,Italy,Total Renewable,Geothermal energy,Geothermal energy,Geothermal energy,On-grid electricity,2022.0,,771.79
3741,Europe,Italy,Total Renewable,Hydropower (excl. Pumped Storage),Mixed Hydro Plants,Mixed Hydro Plants,On-grid electricity,2020.0,,3311.602
3742,Europe,Italy,Total Renewable,Hydropower (excl. Pumped Storage),Mixed Hydro Plants,Mixed Hydro Plants,On-grid electricity,2021.0,,3280.552
3743,Europe,Italy,Total Renewable,Hydropower (excl. Pumped Storage),Mixed Hydro Plants,Mixed Hydro Plants,On-grid electricity,2022.0,,3280.552
3744,Europe,Italy,Total Renewable,Hydropower (excl. Pumped Storage),Renewable hydropower,Renewable hydropower,On-grid electricity,2020.0,47551.784,15443.003
3745,Europe,Italy,Total Renewable,Hydropower (excl. Pumped Storage),Renewable hydropower,Renewable hydropower,On-grid electricity,2021.0,45388.164,15528.729
3746,Europe,Italy,Total Renewable,Hydropower (excl. Pumped Storage),Renewable hydropower,Renewable hydropower,On-grid electricity,2022.0,,15559.729
3747,Europe,Italy,Total Renewable,Marine energy,Marine energy,Marine energy,On-grid electricity,2020.0,0.2,0.205
3748,Europe,Italy,Total Renewable,Marine energy,Marine energy,Marine energy,On-grid electricity,2021.0,0.2,0.205
3749,Europe,Italy,Total Renewable,Marine energy,Marine energy,Marine energy,On-grid electricity,2022.0,,0.205
3750,Europe,Italy,Total Renewable,Solar energy,Solar photovoltaic,On-grid Solar photovoltaic,On-grid electricity,2020.0,24941.504,21650.04
3751,Europe,Italy,Total Renewable,Solar energy,Solar photovoltaic,On-grid Solar photovoltaic,On-grid electricity,2021.0,25038.99,22594.257
3752,Europe,Italy,Total Renewable,Solar energy,Solar photovoltaic,On-grid Solar photovoltaic,On-grid electricity,2022.0,,25076.557
3753,Europe,Italy,Total Renewable,Solar energy,Solar thermal energy,Concentrated solar power,On-grid electricity,2020.0,12.475,6.07
3754,Europe,Italy,Total Renewable,Solar energy,Solar thermal energy,Concentrated solar power,On-grid electricity,2021.0,12.475,6.07
3755,Europe,Italy,Total Renewable,Solar energy,Solar thermal energy,Concentrated solar power,On-grid electricity,2022.0,,6.07
3756,Europe,Italy,Total Renewable,Wind energy,Offshore wind energy,Offshore wind energy,On-grid electricity,2022.0,,30
3757,Europe,Italy,Total Renewable,Wind energy,Onshore wind energy,Onshore wind energy,On-grid electricity,2020.0,18761.557,10870.622
3758,Europe,Italy,Total Renewable,Wind energy,Onshore wind energy,Onshore wind energy,On-grid electricity,2021.0,20927.303,11253.733
3759,Europe,Italy,Total Renewable,Wind energy,Onshore wind energy,Onshore wind energy,On-grid electricity,2022.0,,11749.733
3760,Europe,Kosovo,Total Non-Renewable,Fossil fuels,Coal and peat,Coal and peat,On-grid electricity,2020.0,6333.007,
3761,Europe,Kosovo,Total Non-Renewable,Fossil fuels,Coal and peat,Coal and peat,On-grid electricity,2021.0,6437.299,
3762,Europe,Kosovo,Total Non-Renewable,Fossil fuels,Fossil fuels n.e.s.,Fossil fuels n.e.s.,On-grid electricity,2020.0,,1288
3763,Europe,Kosovo,Total Non-Renewable,Fossil fuels,Fossil fuels n.e.s.,Fossil fuels n.e.s.,On-grid electricity,2021.0,,1288
3764,Europe,Kosovo,Total Non-Renewable,Fossil fuels,Fossil fuels n.e.s.,Fossil fuels n.e.s.,On-grid electricity,2022.0,,1288
3765,Europe,Kosovo,Total Non-Renewable,Fossil fuels,Oil,Oil,On-grid electricity,2020.0,14.656,
3766,Europe,Kosovo,Total Non-Renewable,Fossil fuels,Oil,Oil,On-grid electricity,2021.0,15.24,
3767,Europe,Kosovo,Total Renewable,Hydropower (excl. Pumped Storage),Renewable hydropower,Renewable hydropower,On-grid electricity,2020.0,262.826,110.13
3768,Europe,Kosovo,Total Renewable,Hydropower (excl. Pumped Storage),Renewable hydropower,Renewable hydropower,On-grid electricity,2021.0,296.962,110.13
3769,Europe,Kosovo,Total Renewable,Hydropower (excl. Pumped Storage),Renewable hydropower,Renewable hydropower,On-grid electricity,2022.0,,110.13
3770,Europe,Kosovo,Total Renewable,Solar energy,Solar photovoltaic,On-grid Solar photovoltaic,On-grid electricity,2020.0,10.46,10
3771,Europe,Kosovo,Total Renewable,Solar energy,Solar photovoltaic,On-grid Solar photovoltaic,On-grid electricity,2021.0,16.035,14.148
3772,Europe,Kosovo,Total Renewable,Solar energy,Solar photovoltaic,On-grid Solar photovoltaic,On-grid electricity,2022.0,,19.748
3773,Europe,Kosovo,Total Renewable,Wind energy,Onshore wind energy,Onshore wind energy,On-grid electricity,2020.0,90.3,33.75
3774,Europe,Kosovo,Total Renewable,Wind energy,Onshore wind energy,Onshore wind energy,On-grid electricity,2021.0,126.316,138.75
3775,Europe,Kosovo,Total Renewable,Wind energy,Onshore wind energy,Onshore wind energy,On-grid electricity,2022.0,,138.75
3776,Europe,Latvia,Total Non-Renewable,Fossil fuels,Coal and peat,Coal and peat,On-grid electricity,2020.0,0.048,
3777,Europe,Latvia,Total Non-Renewable,Fossil fuels,Coal and peat,Coal and peat,On-grid electricity,2021.0,0.014,
3778,Europe,Latvia,Total Non-Renewable,Fossil fuels,Fossil fuels n.e.s.,Fossil fuels n.e.s.,On-grid electricity,2020.0,,1117.865
3779,Europe,Latvia,Total Non-Renewable,Fossil fuels,Fossil fuels n.e.s.,Fossil fuels n.e.s.,On-grid electricity,2021.0,,1116.345
3780,Europe,Latvia,Total Non-Renewable,Fossil fuels,Fossil fuels n.e.s.,Fossil fuels n.e.s.,On-grid electricity,2022.0,,1111.345
3781,Europe,Latvia,Total Non-Renewable,Fossil fuels,Natural gas,Natural gas,On-grid electricity,2020.0,2075.163,
3782,Europe,Latvia,Total Non-Renewable,Fossil fuels,Natural gas,Natural gas,On-grid electricity,2021.0,2128.384,
3783,Europe,Latvia,Total Non-Renewable,Fossil fuels,Oil,Oil,On-grid electricity,2020.0,0.106,
3784,Europe,Latvia,Total Renewable,Bioenergy,Biogas,Landfill gas,On-grid electricity,2020.0,36.539,7.966
3785,Europe,Latvia,Total Renewable,Bioenergy,Biogas,Landfill gas,On-grid electricity,2021.0,36.539,7.966
3786,Europe,Latvia,Total Renewable,Bioenergy,Biogas,Landfill gas,On-grid electricity,2022.0,,7.966
3787,Europe,Latvia,Total Renewable,Bioenergy,Biogas,Other biogases from anaerobic fermentation,On-grid electricity,2020.0,299.289,50.282
3788,Europe,Latvia,Total Renewable,Bioenergy,Biogas,Other biogases from anaerobic fermentation,On-grid electricity,2021.0,246.521,47.071
3789,Europe,Latvia,Total Renewable,Bioenergy,Biogas,Other biogases from anaerobic fermentation,On-grid electricity,2022.0,,47.071
3790,Europe,Latvia,Total Renewable,Bioenergy,Biogas,Sewage sludge gas,On-grid electricity,2020.0,8.824,1.998
3791,Europe,Latvia,Total Renewable,Bioenergy,Biogas,Sewage sludge gas,On-grid electricity,2021.0,8.824,1.998
3792,Europe,Latvia,Total Renewable,Bioenergy,Biogas,Sewage sludge gas,On-grid electricity,2022.0,,1.998
3793,Europe,Latvia,Total Renewable,Bioenergy,Solid biofuels,Biomass pellets and briquettes,On-grid electricity,2020.0,0.086,0.765
3794,Europe,Latvia,Total Renewable,Bioenergy,Solid biofuels,Biomass pellets and briquettes,On-grid electricity,2021.0,0.086,0.765
